bounds,HRs,glob,10,12,1.2355701485814339
bounds,HRs,glob,10,12,0.9032456963421741
bounds,HRs,glob,10,12,0.71701442757292
bounds,HRs,glob,10,12,1.038927865074305
bounds,HRs,glob,10,12,0.6189576354687943
bounds,HRs,glob,10,12,0.9768204251790212
bounds,HRs,glob,10,12,0.674067800808282
bounds,HRs,glob,10,12,0.8563279699926957
bounds,HRs,glob,10,12,0.8617129114067639
bounds,HRs,glob,10,12,0.8679757505387928
bounds,lp3,loc,20,16,0.7644563280997367
bounds,lp3,loc,20,16,0.7828925261660791
bounds,lp3,loc,20,16,1.0036009910930934
bounds,lp3,loc,20,16,0.7436499258181826
bounds,lp3,loc,20,16,0.7872448192659496
bounds,lp3,loc,20,16,1.0670998466059127
bounds,lp3,loc,20,16,0.802781191382475
bounds,lp3,loc,20,16,0.7877797242175808
bounds,lp3,loc,20,16,0.7727099663706569
bounds,lp3,loc,20,16,0.6515298181512037
times,lp4,loc,20,16,0.7886120999999093
times,lp4,loc,20,16,1.3375295000000733
times,lp4,loc,20,16,0.71941680000009
times,lp4,loc,20,16,0.790275599999859
times,lp4,loc,20,16,1.4925864000001638
times,lp4,loc,20,16,1.083834300000035
times,lp4,loc,20,16,2.9184634000002916
times,lp4,loc,20,16,1.0932844999997542
times,lp4,loc,20,16,0.7642415000000256
times,lp4,loc,20,16,0.9940979000002699
bounds,shor,loc,40,30,1.2046693165976632
bounds,shor,loc,40,30,1.1291153602413562
bounds,shor,loc,40,30,1.3052893065479803
bounds,shor,loc,40,30,1.5216948565194368
bounds,shor,loc,40,30,1.1377524166738866
bounds,shor,loc,40,30,0.9996880310932897
bounds,shor,loc,40,30,1.393447580017766
bounds,shor,loc,40,30,1.4659943313938517
bounds,shor,loc,40,30,1.533331434362391
bounds,shor,loc,40,30,1.4517073803075418
times,lp3,glob,80,80,31.58138879999933
times,lp3,glob,80,80,31.977205400000457
times,lp3,glob,80,80,31.64202110000042
times,lp3,glob,80,80,37.30961319999915
times,lp3,glob,80,80,31.496657499999856
times,lp3,glob,80,80,33.137614200000826
times,lp3,glob,80,80,31.592882000000827
times,lp3,glob,80,80,34.44946020000134
times,lp3,glob,80,80,32.897552200000064
times,lp3,glob,80,80,32.893819499997335
bounds,shor,glob,20,40,1.487500274563816
bounds,shor,glob,20,40,1.5092896140440186
bounds,shor,glob,20,40,1.7478754454156558
bounds,shor,glob,20,40,1.4448663013428253
bounds,shor,glob,20,40,1.6128789216329094
bounds,shor,glob,20,40,1.8945411652153492
bounds,shor,glob,20,40,1.2712103760335602
bounds,shor,glob,20,40,1.6255230905396525
bounds,shor,glob,20,40,1.679813207509522
bounds,shor,glob,20,40,1.4406760167280919
times,shor,glob,40,80,0.2596219
times,shor,glob,40,80,0.2697992
times,shor,glob,40,80,0.2817642
times,shor,glob,40,80,0.2638468
times,shor,glob,40,80,0.2737426
times,shor,glob,40,80,0.27746
times,shor,glob,40,80,0.2753204
times,shor,glob,40,80,0.2583712
times,shor,glob,40,80,0.2702424
times,shor,glob,40,80,0.2677029
bounds,HRs,glob,40,70,2.080091251476923
bounds,HRs,glob,40,70,1.9295255931938826
bounds,HRs,glob,40,70,2.1402859307279227
